Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
destinations signpost,,Black,Paint color,,,Yes,Yes,No,,2.0,Normal,1700.0,NFS,1440,Black,Black,1.5x1.5,No,,,Crafting,,,,121,local,city life,,,,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostWorld_Remake_2_0,2_0,4309,vYNvgJKCoa4SkyTPA,10D5,"(2, 0)"
destinations signpost,,Colorful,Paint color,,,Yes,Yes,No,,2.0,Normal,1700.0,NFS,1440,Colorful,Brown,1.5x1.5,No,,,Crafting,,,,121,local,city life,,,,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostWorld_Remake_3_0,3_0,4309,wyiYBTZcyEBMymtLs,10D5,"(3, 0)"
destinations signpost,,Marine,Paint color,,,Yes,Yes,No,,2.0,Normal,1700.0,NFS,1440,Blue,Aqua,1.5x1.5,No,,,Crafting,,,,121,local,city life,,,,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostWorld_Remake_4_0,4_0,4309,6pPenvDaQzLmMrqzw,10D5,"(4, 0)"
destinations signpost,,Old,Paint color,,,Yes,Yes,No,,2.0,Normal,1700.0,NFS,1440,Beige,Beige,1.5x1.5,No,,,Crafting,,,,121,local,city life,,,,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostWorld_Remake_5_0,5_0,4309,SgTcYAsaDkGv9vX44,10D5,"(5, 0)"
digital scale,,White,Frame,White,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,White,White,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_0_0,0_0,3307,2mNpm4xzP6xHcAPXE,0CEB,"(0, 0)"
digital scale,,White,Frame,Floral,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,White,Red,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_0_1,0_1,3307,hNYoSnjSnZGuLWd2o,0CEB,"(0, 32)"
digital scale,,White,Frame,Polka dots,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,White,Green,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_0_2,0_2,3307,q2vkRxfDP6A3KmQid,0CEB,"(0, 64)"
digital scale,,White,Frame,Black stripes,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,White,Gray,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_0_3,0_3,3307,seQZt6tA8oALQriPR,0CEB,"(0, 96)"
digital scale,,White,Frame,Wood,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,White,Yellow,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_0_4,0_4,3307,myGatkpAgZXCAQW7Y,0CEB,"(0, 128)"
digital scale,,Black,Frame,White,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Black,White,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_1_0,1_0,3307,DEzrDq45gQo6yhZma,0CEB,"(1, 0)"
digital scale,,Black,Frame,Floral,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Black,Red,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_1_1,1_1,3307,9rEvCpCeht9DagD3n,0CEB,"(1, 32)"
digital scale,,Black,Frame,Polka dots,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Black,Green,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_1_2,1_2,3307,eL3qJfLk5XvyxvjMA,0CEB,"(1, 64)"
digital scale,,Black,Frame,Black stripes,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Black,Gray,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_1_3,1_3,3307,XgWMYcuvu9zobZ2Gb,0CEB,"(1, 96)"
digital scale,,Black,Frame,Wood,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Black,Yellow,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_1_4,1_4,3307,HhkuSM9FphmuNYuYA,0CEB,"(1, 128)"
digital scale,,Red,Frame,White,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Red,White,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_2_0,2_0,3307,xpPxzxjE4Hi4zDapv,0CEB,"(2, 0)"
digital scale,,Red,Frame,Floral,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Red,Red,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_2_1,2_1,3307,pwnTCwwHa9yhEB2iP,0CEB,"(2, 32)"
digital scale,,Red,Frame,Polka dots,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Red,Green,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_2_2,2_2,3307,MDsR3rGxvosKLuzbq,0CEB,"(2, 64)"
digital scale,,Red,Frame,Black stripes,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Red,Gray,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_2_3,2_3,3307,nuqvkq2qjJxZqTJuC,0CEB,"(2, 96)"
digital scale,,Red,Frame,Wood,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Red,Yellow,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_2_4,2_4,3307,xgYWbbw3NZS2oYkjj,0CEB,"(2, 128)"
digital scale,,Blue,Frame,White,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Blue,White,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_3_0,3_0,3307,7h3zhzcKg7WZAhqGr,0CEB,"(3, 0)"
digital scale,,Blue,Frame,Floral,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Blue,Red,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_3_1,3_1,3307,uyWruC6nWFxAWt6gh,0CEB,"(3, 32)"
digital scale,,Blue,Frame,Polka dots,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Blue,Green,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_3_2,3_2,3307,469XQtDweTA3DmEeZ,0CEB,"(3, 64)"
digital scale,,Blue,Frame,Black stripes,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Blue,Gray,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_3_3,3_3,3307,Y96wR5hkMNag3bXjL,0CEB,"(3, 96)"
digital scale,,Blue,Frame,Wood,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Blue,Yellow,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_3_4,3_4,3307,z3onHAes7ps8wf7dG,0CEB,"(3, 128)"
digital scale,,Yellow,Frame,White,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Yellow,White,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_4_0,4_0,3307,WkhhEXSBa7KTabDXE,0CEB,"(4, 0)"
digital scale,,Yellow,Frame,Floral,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Yellow,Red,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_4_1,4_1,3307,97zfdXJumGBTikYhi,0CEB,"(4, 32)"
digital scale,,Yellow,Frame,Polka dots,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Yellow,Green,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_4_2,4_2,3307,dSForS9ggvRKsra4G,0CEB,"(4, 64)"
digital scale,,Yellow,Frame,Black stripes,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Yellow,Gray,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_4_3,4_3,3307,j63qSZPh5GAMH34uB,0CEB,"(4, 96)"
digital scale,,Yellow,Frame,Wood,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Yellow,Yellow,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_4_4,4_4,3307,3SQc2vm2LBrxzBrex,0CEB,"(4, 128)"
digital scale,,Green,Frame,White,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Green,White,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_5_0,5_0,3307,eoQ4LYwXxLY3NjrgM,0CEB,"(5, 0)"
digital scale,,Green,Frame,Floral,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Green,Red,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_5_1,5_1,3307,djTeARFmJZDto9Cev,0CEB,"(5, 32)"
digital scale,,Green,Frame,Polka dots,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Green,Green,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_5_2,5_2,3307,dcHRcHCpuR5D4JK4J,0CEB,"(5, 64)"
digital scale,,Green,Frame,Black stripes,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Green,Gray,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_5_3,5_3,3307,89WRQ5pEBoJXrCJvr,0CEB,"(5, 96)"
digital scale,,Green,Frame,Wood,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Green,Yellow,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_5_4,5_4,3307,kzNboPzF3sXfdhaxe,0CEB,"(5, 128)"
digital scale,,Brown,Frame,White,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Brown,White,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_6_0,6_0,3307,E4rToBZEB7MG7s8Sa,0CEB,"(6, 0)"
digital scale,,Brown,Frame,Floral,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Brown,Red,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_6_1,6_1,3307,XevNCz8qqcqTXr5pW,0CEB,"(6, 32)"
digital scale,,Brown,Frame,Polka dots,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Brown,Green,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_6_2,6_2,3307,SMHfJheiweAjeNRvy,0CEB,"(6, 64)"
digital scale,,Brown,Frame,Black stripes,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Brown,Gray,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_6_3,6_3,3307,tujkS2GENp3z8FeAc,0CEB,"(6, 96)"
digital scale,,Brown,Frame,Wood,Base pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,930,232,Brown,Yellow,1x1,No,840.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,bathroom,public bath,,,Appliance,No,Bathroom Things,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrWeightscale_Remake_6_4,6_4,3307,dzKFTMPehMyZYgeAk,0CEB,"(6, 128)"
diner chair,,Red,Color,,,No,No,No,,,,1000.0,1600,400,Red,White,1x1,No,1400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroChairS_Remake_0_0,0_0,4137,NLvmSrsxqWKGyXd3K,1029,"(0, 0)"
diner chair,,Blue,Color,,,No,No,No,,,,1000.0,1600,400,Blue,White,1x1,No,1400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroChairS_Remake_1_0,1_0,4137,sbrwJSaHracDn3eDy,1029,"(1, 0)"
diner chair,,Yellow,Color,,,No,No,No,,,,1000.0,1600,400,Yellow,White,1x1,No,1400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroChairS_Remake_2_0,2_0,4137,SprP2FC2t8kSFhogQ,1029,"(2, 0)"
diner chair,,Aquamarine,Color,,,No,No,No,,,,1000.0,1600,400,Green,White,1x1,No,1400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroChairS_Remake_3_0,3_0,4137,6k4CkXcvFhiApASYs,1029,"(3, 0)"
diner chair,,Pink,Color,,,No,No,No,,,,1000.0,1600,400,Pink,White,1x1,No,1400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroChairS_Remake_4_0,4_0,4137,etH6kyvNhSox7ykbi,1029,"(4, 0)"
diner chair,,Cream,Color,,,No,No,No,,,,1000.0,1600,400,Beige,White,1x1,No,1400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroChairS_Remake_5_0,5_0,4137,TeEgWEsjdwrNCWGrL,1029,"(5, 0)"
diner chair,,Black,Color,,,No,No,No,,,,1000.0,1600,400,Black,White,1x1,No,1400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroChairS_Remake_6_0,6_0,4137,zh7KHtJAWp7n7gFKh,1029,"(6, 0)"
diner counter chair,,Red,Color,,,No,No,No,,,,1000.0,1100,275,Gray,Red,1x1,Yes,990.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounterchair_Remake_0_0,0_0,4138,u7mxp2iojhAh5eTfq,102A,"(0, 0)"
diner counter chair,,Blue,Color,,,No,No,No,,,,1000.0,1100,275,Gray,Blue,1x1,Yes,990.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounterchair_Remake_1_0,1_0,4138,qadNdWnKvS4paQeSt,102A,"(1, 0)"
diner counter chair,,Yellow,Color,,,No,No,No,,,,1000.0,1100,275,Gray,Yellow,1x1,Yes,990.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounterchair_Remake_2_0,2_0,4138,GiiXNfbxrfdCD8tig,102A,"(2, 0)"
diner counter chair,,Aquamarine,Color,,,No,No,No,,,,1000.0,1100,275,Gray,Green,1x1,Yes,990.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounterchair_Remake_3_0,3_0,4138,Whi6TgxJnFad83o2w,102A,"(3, 0)"
diner counter chair,,Pink,Color,,,No,No,No,,,,1000.0,1100,275,Gray,Pink,1x1,Yes,990.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounterchair_Remake_4_0,4_0,4138,TEbYnqkSufjwXW9Cd,102A,"(4, 0)"
diner counter chair,,Cream,Color,,,No,No,No,,,,1000.0,1100,275,Gray,Beige,1x1,Yes,990.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounterchair_Remake_5_0,5_0,4138,gXvtXfk54dwMvwrmo,102A,"(5, 0)"
diner counter chair,,Black,Color,,,No,No,No,,,,1000.0,1100,275,Gray,Black,1x1,Yes,990.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounterchair_Remake_6_0,6_0,4138,Ato9uefGRFTCxBoNF,102A,"(6, 0)"
diner counter table,,Red,Color,,,No,No,No,,,,1700.0,6000,1500,Red,Gray,2x1,Yes,5400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounter_Remake_0_0,0_0,4139,edCXbKxeut84eDJ8a,102B,"(0, 0)"
diner counter table,,Blue,Color,,,No,No,No,,,,1700.0,6000,1500,Blue,Gray,2x1,Yes,5400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounter_Remake_1_0,1_0,4139,aTh2TfYiRdXxvo8Rt,102B,"(1, 0)"
diner counter table,,Yellow,Color,,,No,No,No,,,,1700.0,6000,1500,Yellow,Gray,2x1,Yes,5400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounter_Remake_2_0,2_0,4139,Dse9e7YEtrCxGczzh,102B,"(2, 0)"
diner counter table,,Aquamarine,Color,,,No,No,No,,,,1700.0,6000,1500,Green,Gray,2x1,Yes,5400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounter_Remake_3_0,3_0,4139,6MCQN5LWwjwdRkf9Z,102B,"(3, 0)"
diner counter table,,Pink,Color,,,No,No,No,,,,1700.0,6000,1500,Pink,Gray,2x1,Yes,5400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounter_Remake_4_0,4_0,4139,C7qujoCkwKta7e3kX,102B,"(4, 0)"
diner counter table,,Cream,Color,,,No,No,No,,,,1700.0,6000,1500,Beige,Gray,2x1,Yes,5400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounter_Remake_5_0,5_0,4139,n7FDE5H53HpJrrpyw,102B,"(5, 0)"
diner counter table,,Black,Color,,,No,No,No,,,,1700.0,6000,1500,Black,Gray,2x1,Yes,5400.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,shop,restaurant,diner,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroCounter_Remake_6_0,6_0,4139,8egbovQekiG2kbz2t,102B,"(6, 0)"
diner dining table,,Red,Color,,,No,No,No,,,,2400.0,6400,1600,Gray,Red,2x2,Yes,5800.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,201,shop,restaurant,diner,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroTableM_Remake_0_0,0_0,4142,d4Bu4LgPFZLPidrao,102E,"(0, 0)"
diner dining table,,Blue,Color,,,No,No,No,,,,2400.0,6400,1600,Gray,Blue,2x2,Yes,5800.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,201,shop,restaurant,diner,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmeretroTableM_Remake_1_0,1_0,4142,KAwwJeaoTbtHAnr3a,102E,"(1, 0)"
