Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID,Internal ID as hex
emergency headcover,,,Red,No,680,170,51,Red,Red,1x1,610.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Active,fairy tale; outdoorsy,2,Headgear_HasBang,No,For sale,2.0.0,Yes,CapBangsPrevention1,932,10830,KsXmsLYccr2eStjPG,2A4E
emergency headcover,,,Light blue,No,680,170,51,Aqua,Aqua,1x1,610.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Active,fairy tale; outdoorsy,3,Headgear_HasBang,No,For sale,2.0.0,Yes,CapBangsPrevention2,932,10831,DJGKeFwQxDR6FEt8r,2A4F
emergency headcover,,,Green,No,680,170,51,Green,Green,1x1,610.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Active,fairy tale; outdoorsy,4,Headgear_HasBang,No,For sale,2.0.0,Yes,CapBangsPrevention3,932,10832,QLjppJMxgStnX4YFz,2A50
emergency headcover,,,Navy blue,No,680,170,51,Blue,Blue,1x1,610.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Active,fairy tale; outdoorsy,5,Headgear_HasBang,No,For sale,2.0.0,Yes,CapBangsPrevention4,932,10833,uvspbP6Y5soBefxyb,2A51
emergency headcover,,,Silver,No,680,170,51,Gray,Gray,1x1,610.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Active,fairy tale; outdoorsy,6,Headgear_HasBang,No,For sale,2.0.0,Yes,CapBangsPrevention5,932,10834,hQZsEEZ7ndbRPyJRy,2A52
explorer's hat,,,Beige,No,1040,260,51,Gray,Gray,1x1,940.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,All Year,Free,Free,Active,Simple,outdoorsy; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatExpedition2,587,11810,u2tGd3cFjEEuDmKPy,2E22
explorer's hat,,,Avocado,No,1040,260,51,Green,Green,1x1,940.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatExpedition1,587,11809,Ydh2XcTMXEErnPn5x,2E21
explorer's hat,,,Blue,No,1040,260,51,Blue,Blue,1x1,940.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatExpedition3,587,11811,TyiG26o9CgAF2h8LA,2E23
explorer's hat,,,Camel,No,1040,260,51,Beige,Beige,1x1,940.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatExpedition0,587,5136,Ja3vyxddBABXJdnyQ,1410
fairy-tale hood,,,Red,No,1560,390,51,Red,Red,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; theatrical,1,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsCowl0,675,5323,p3AtA6bS7YcZLq3Qw,14CB
fairy-tale hood,,,Pink,No,1560,390,51,Pink,Pink,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; theatrical,2,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsCowl1,675,11836,sR9v8xTFNRtNbKmG5,2E3C
fairy-tale hood,,,Orange,No,1560,390,51,Orange,Orange,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; theatrical,3,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsCowl7,675,11842,yKxdQZF5kp4m8Wsss,2E42
fairy-tale hood,,,Yellow,No,1560,390,51,Yellow,Yellow,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; theatrical,4,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsCowl2,675,11837,Wx5B35p2xXLd5mPnC,2E3D
fairy-tale hood,,,Light green,No,1560,390,51,Green,Green,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; theatrical,5,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsCowl6,675,11841,8vyq8tmyGc6iYFr4a,2E41
fairy-tale hood,,,Green,No,1560,390,51,Green,Green,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; theatrical,6,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsCowl3,675,11838,s27b2n9G7LNTDLeCh,2E3E
fairy-tale hood,,,Light blue,No,1560,390,51,Aqua,Aqua,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; theatrical,7,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsCowl5,675,11840,zDirv3XciaScThq7G,2E40
fairy-tale hood,,,Blue,No,1560,390,51,Blue,Blue,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; theatrical,8,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsCowl4,675,11839,f6NNsRJYLfGSDpmNC,2E3F
fast-food cap,,,Black,No,800,200,51,Black,Red,1x1,720.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,work,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatCrewcap0,1379,14286,ThfLBiMcsuHQxXDwf,37CE
fast-food cap,,,Blue,No,800,200,51,Black,Blue,1x1,720.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,work,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatCrewcap1,1379,481,YyXdufAXHiJTc8Ysi,01E1
fast-food cap,,,Pink,No,800,200,51,Pink,Aqua,1x1,720.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,work,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatCrewcap5,1379,485,sHtAKF6kAPxFoQ6XR,01E5
fast-food cap,,,Orange,No,800,200,51,Orange,Green,1x1,720.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,work,4,HeadCap,Yes,For sale,2.0.0,Yes,CapHatCrewcap2,1379,482,mna3sLdG75SBg7G55,01E2
fast-food cap,,,Green,No,800,200,51,Green,Yellow,1x1,720.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,work,5,HeadCap,Yes,For sale,2.0.0,Yes,CapHatCrewcap3,1379,483,hXKJTKisCvS3AmN2z,01E3
fast-food cap,,,Brown,No,800,200,51,Brown,Beige,1x1,720.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,work,6,HeadCap,Yes,For sale,2.0.0,Yes,CapHatCrewcap4,1379,484,6ZBF3iBarD7ostmp3,01E4
faux-fur hat,,,White,No,1300,325,51,White,White,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Elegant,Simple,everyday; formal; party,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatUshanka5,595,10924,om6xFnwFeAiAbCEdX,2AAC
faux-fur hat,,,Gray,No,1300,325,51,Gray,Gray,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Elegant,Simple,everyday; formal; party,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatUshanka2,595,10921,dhSRykyYK42XHEST5,2AA9
faux-fur hat,,,Black,No,1300,325,51,Black,Black,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Elegant,Simple,everyday; formal; party,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatUshanka3,595,10922,Zc3ysPxiArnwyNZPd,2AAA
faux-fur hat,,,Red,No,1300,325,51,Red,Red,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Elegant,Simple,everyday; formal; party,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatUshanka6,595,10925,vpdiNfhXdPmamBECw,2AAD
faux-fur hat,,,Pink,No,1300,325,51,Pink,Pink,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Elegant,Simple,everyday; formal; party,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatUshanka4,595,10923,g2SpDCL9RQKeo8DXL,2AAB
faux-fur hat,,,Brown,No,1300,325,51,Brown,Brown,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Elegant,Simple,everyday; formal; party,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatUshanka1,595,10920,MXLMvkhrb8dS8RExf,2AA8
faux-fur hat,,,Beige,No,1300,325,51,Beige,Beige,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Elegant,Simple,everyday; formal; party,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatUshanka0,595,5144,6ZgCgtCnoJFuj6jxf,1418
fedora,,,White,No,1100,275,51,White,Gray,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Cool,Elegant,everyday; formal; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatFelt4,662,11048,MMhwGN3er9uwzDxF5,2B28
fedora,,,Gray,No,1100,275,51,Gray,Black,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,Winter,Free,Free,Cool,Elegant,everyday; formal; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatFelt3,662,11047,EX6P3biqxQkLeapFs,2B27
fedora,,,Black,No,1100,275,51,Black,Gray,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,All Year,Free,Free,Cool,Elegant,everyday; formal; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatFelt1,662,11045,zTSoW9sFAM4jqkCmD,2B25
fedora,,,Red,No,1100,275,51,Red,Black,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,All Year,Free,Free,Cool,Elegant,everyday; formal; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatFelt5,662,11049,wB4FD2KQdHdz2FZwQ,2B29
fedora,,,Green,No,1100,275,51,Green,Black,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Cool,Elegant,everyday; formal; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatFelt2,662,11046,nwx3eQHk7YjNCAHzw,2B26
fedora,,,Beige,No,1100,275,51,Beige,Brown,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,Summer,Free,Free,Cool,Elegant,everyday; formal; work,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatFelt0,662,5301,JBBdsfZAd7BjXcyko,14B5
Festivale accessory,,,Red,No,2240,560,51,Red,Red,1x1,2000.0,Poki,Able Sisters,Available from Able Sisters shop only,Festivale (days before); Festivale,Yes,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,party; theatrical; vacation,1,HeadHairOrnament_Back,Yes,For sale,1.7.0,Yes,CapOrnamentTSamba1,1013,9732,Z8DYcnsWjkpkk6xct,2604
Festivale accessory,,,Green,No,2240,560,51,Green,Green,1x1,2000.0,Poki,Able Sisters,Available from Able Sisters shop only,Festivale (days before); Festivale,Yes,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,party; theatrical; vacation,2,HeadHairOrnament_Back,Yes,For sale,1.7.0,Yes,CapOrnamentTSamba3,1013,9734,hbK4PGvoJMY99QeHj,2606
Festivale accessory,,,Blue,No,2240,560,51,Blue,Blue,1x1,2000.0,Poki,Able Sisters,Available from Able Sisters shop only,Festivale (days before); Festivale,Yes,All Year,All Year,All Year,Free,Free,Gorgeous,Gorgeous,party; theatrical; vacation,3,HeadHairOrnament_Back,Yes,For sale,1.7.0,Yes,CapOrnamentTSamba0,1013,2612,PWCfaWNeBiiu6wcCz,0A34
Festivale accessory,,,Purple,No,2240,560,51,Purple,Purple,1x1,2000.0,Poki,Able Sisters,Available from Able Sisters shop only,Festivale (days before); Festivale,Yes,All Year,All Year,All Year,Free,Free,Gorgeous,Gorgeous,party; theatrical; vacation,4,HeadHairOrnament_Back,Yes,For sale,1.7.0,Yes,CapOrnamentTSamba2,1013,9733,5SJFEXmCCj3WnMZBD,2605
firefighter's hat,,,Black,No,1680,420,51,Black,Black,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,work,1,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsFirefighter0,698,5374,cR8NwZTuWmdYG35Jj,14FE
firefighter's hat,,,Flame orange,No,1680,420,51,Orange,Black,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,work,2,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsFirefighter1,698,11617,ojPEDB7k3osmjq82R,2D61
firefighter's hat,,,Lime yellow,No,1680,420,51,Yellow,Black,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,work,3,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsFirefighter3,698,11619,8T8xo8DZHyEuWTPAo,2D63
firefighter's hat,,,Avocado,No,1680,420,51,Green,Black,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,work,4,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsFirefighter4,698,11620,fXaWtDi9ugKd7CvfL,2D64
firefighter's hat,,,Brown,No,1680,420,51,Brown,Black,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,work,5,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsFirefighter2,698,11618,47iL65Sp7sTq2dw6Y,2D62
flashy hairpin,,,White,No,2340,585,51,White,White,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,1,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy6,1042,10847,yQpkhzDDYowAwfiPF,2A5F
flashy hairpin,,,Black,No,2340,585,51,Black,Gray,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,2,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy2,1042,10843,KmZhyAbsJeBkdsPaL,2A5B
flashy hairpin,,,Pink,No,2340,585,51,Pink,Purple,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,3,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy0,1042,8611,qMr5rv9p6nKMWpn6W,21A3
flashy hairpin,,,Orange,No,2340,585,51,Orange,Yellow,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,4,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy4,1042,10845,jwxxG5ozBHRSq8wee,2A5D
flashy hairpin,,,Green,No,2340,585,51,Green,Green,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,5,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy5,1042,10846,YcYK3wi8wihn3LWMm,2A5E
flashy hairpin,,,Blue,No,2340,585,51,Blue,Aqua,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,6,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy1,1042,10842,JrGYYeC2rDuLtcuKX,2A5A
flashy hairpin,,,Purple,No,2340,585,51,Purple,Purple,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,7,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy3,1042,10844,JuXNKBGSRgoHmATrq,2A5C
flashy pointy-ear animal hat,,,White,No,1120,280,51,White,Aqua,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; goth; party,1,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweentriangle2,1273,13419,JSbSikvZYmPfztS28,346B
flashy pointy-ear animal hat,,,Black,No,1120,280,51,Black,Green,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; goth; party,2,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweentriangle5,1273,13422,Zg6q5DTAPjMPuYSix,346E
flashy pointy-ear animal hat,,,Red,No,1120,280,51,Red,Black,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; goth; party,3,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweentriangle4,1273,13421,FzdSMwpoYqtFtcnSY,346D
flashy pointy-ear animal hat,,,Orange,No,1120,280,51,Orange,Yellow,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; goth; party,4,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweentriangle0,1273,13023,YgwhZBLaceLiLvSAY,32DF
flashy pointy-ear animal hat,,,Green,No,1120,280,51,Green,Blue,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; goth; party,5,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweentriangle3,1273,13420,CbkSuqNoZS97t5zWi,346C
flashy pointy-ear animal hat,,,Purple,No,1120,280,51,Purple,Pink,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; goth; party,6,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweentriangle1,1273,13418,s4v7SrW2mvkMJCZSm,346A
flashy round-ear animal hat,,,White,No,1120,280,51,White,Aqua,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; goth; party,1,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweenround2,1274,13424,L2t75cLXm6in9f8P7,3470
flashy round-ear animal hat,,,Black,No,1120,280,51,Black,Green,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; goth; party,2,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweenround5,1274,13427,NDcX79KSvMkDuhmBP,3473
flashy round-ear animal hat,,,Red,No,1120,280,51,Red,Black,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; goth; party,3,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweenround4,1274,13426,PsHDTkm7HkYLtLEA7,3472
flashy round-ear animal hat,,,Orange,No,1120,280,51,Orange,Yellow,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; goth; party,4,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweenround0,1274,13024,t6pFbBtkwmcmnvypN,32E0
flashy round-ear animal hat,,,Green,No,1120,280,51,Green,Blue,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; goth; party,5,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweenround3,1274,13425,CYF3WPsvppp7zarFd,3471
flashy round-ear animal hat,,,Purple,No,1120,280,51,Purple,Pink,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; goth; party,6,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweenround1,1274,13423,ewrDxQJG49ddPTeSM,346F
floral hairpin,,,Pink,No,490,122,51,Pink,Pink,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Womanly,Cute,Cute,everyday; fairy tale,1,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLFlowerhairpin0,1105,9854,8Jddb8tpAJ9dCFNhR,267E
floral hairpin,,,Yellow,No,490,122,51,Yellow,Orange,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Womanly,Cute,Cute,everyday; fairy tale,2,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLFlowerhairpin3,1105,11961,bcbeTcynoeqp7yk9M,2EB9
floral hairpin,,,Green,No,490,122,51,Green,Green,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Womanly,Cute,Cute,everyday; fairy tale,3,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLFlowerhairpin2,1105,11960,T3TwnGGaSJcMWTXTh,2EB8
floral hairpin,,,Blue,No,490,122,51,Blue,Blue,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Womanly,Cute,Cute,everyday; fairy tale,4,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLFlowerhairpin1,1105,11959,dgTtevqFfurYfYBQh,2EB7
floral hairpin,,,Purple,No,490,122,51,Purple,Purple,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Womanly,Cute,Cute,everyday; fairy tale,5,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLFlowerhairpin4,1105,11962,noggDuHahWHjjMMTa,2EBA
flower bopper,,,,No,NFS,245,251,Aqua,Gray,1x1,,,Isabelle,,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),Yes,All Year,All Year,,Free,Free,Cute,Gorgeous,fairy tale; party; theatrical,1,HeadHairOrnament_Front,Yes,Not for sale,1.4.0,Yes,CapOrnamentFFlowerband0,1109,9858,ut6Mpg5beqMZbHCx5,2682
football helmet,,,White,No,1440,360,51,White,Black,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,1,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball1,697,11604,BqaKYDQcnYuGkhqiX,2D54
football helmet,,,Black,No,1440,360,51,Black,White,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,2,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball7,697,11610,jZBkWeTG9x88Db6qF,2D5A
football helmet,,,Berry red,No,1440,360,51,Red,White,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,3,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball3,697,11606,z7NnWCTf5ZCitpECu,2D56
football helmet,,,Red,No,1440,360,51,Orange,Black,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,4,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball6,697,11609,kocqTA3FPgXfmvj35,2D59
football helmet,,,Yellow,No,1440,360,51,Yellow,Black,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,5,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball2,697,11605,BytzMWFtdrWWBbSoo,2D55
football helmet,,,Green,No,1440,360,51,Green,White,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,6,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball0,697,5373,PydL8RyPvCHkw25Gu,14FD
football helmet,,,Turquoise,No,1440,360,51,Green,Black,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,7,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball5,697,11608,j5hCTq5yhHnh252uh,2D58
football helmet,,,Blue,No,1440,360,51,Blue,White,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,sporty; work,8,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball4,697,11607,jxqjGgzngsgwDEiLf,2D57
fox mask,,,White,No,1400,350,51,White,Red,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,goth; theatrical,1,HeadFace,Yes,For sale,1.0.0,Yes,CapMaskFox0,917,6034,hvuy2ff7D5HmQDWhP,1792
fox mask,,,Black,No,1400,350,51,Black,Red,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,goth; theatrical,2,HeadFace,Yes,For sale,1.0.0,Yes,CapMaskFox1,917,11171,zERfZuwMz99moPjmM,2BA3
frog cap,,,Green,No,1120,280,51,Green,Green,1x1,1000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Active,fairy tale; party; theatrical,1,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeFrog0,687,5335,2o34Cs7NhTHdiAA2J,14D7
