Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
fancy frame,,Pink,Frame,Still life,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Pink,Colorful,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_0,6_0,14051,w4ZNjpEasGs6x76Jg,36E3,"(6, 0)"
fancy frame,,Pink,Frame,Old portrait,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Pink,Brown,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_1,6_1,14051,L5MdeJxBaxy55HSiX,36E3,"(6, 32)"
fancy frame,,Pink,Frame,Faded portrait,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Pink,Beige,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_2,6_2,14051,qTpBCP7ZRXFCvSvxw,36E3,"(6, 64)"
fancy frame,,Pink,Frame,Fairy-tale,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Pink,Beige,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_3,6_3,14051,MPMJGtNrEjKjsiNJf,36E3,"(6, 96)"
fancy frame,,Pink,Frame,Landscape oil painting,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Pink,Colorful,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_4,6_4,14051,kwMNDfhGSoxbQJv9w,36E3,"(6, 128)"
fancy frame,,Pink,Frame,Landscape acrylic painting,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Pink,Colorful,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_5,6_5,14051,B9yoC6un2TmsQSYjQ,36E3,"(6, 160)"
fancy frame,,Pink,Frame,Abstract painting,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Pink,Colorful,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_6,6_6,14051,xqCtMFa9MToACwgAv,36E3,"(6, 192)"
fancy frame,,Pink,Frame,Repeating-pattern painting,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Pink,Colorful,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_7,6_7,14051,9YHafqatXqmGKEaWK,36E3,"(6, 224)"
fancy frame,,Light brown,Frame,Still life,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Beige,Colorful,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_0,7_0,14051,GMQJ6MMv6fR5i8sZ9,36E3,"(7, 0)"
fancy frame,,Light brown,Frame,Old portrait,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Beige,Brown,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_1,7_1,14051,BeJ2BHcF3tG3Brukx,36E3,"(7, 32)"
fancy frame,,Light brown,Frame,Faded portrait,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Beige,Beige,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_2,7_2,14051,BNf8MqaZu7hnFKP9E,36E3,"(7, 64)"
fancy frame,,Light brown,Frame,Fairy-tale,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Beige,Beige,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_3,7_3,14051,LGuL5fjtE4KZPP6DJ,36E3,"(7, 96)"
fancy frame,,Light brown,Frame,Landscape oil painting,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Beige,Colorful,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_4,7_4,14051,yHKFEoeshiL6YknbZ,36E3,"(7, 128)"
fancy frame,,Light brown,Frame,Landscape acrylic painting,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Beige,Colorful,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_5,7_5,14051,zG5phPSicssNpWSvt,36E3,"(7, 160)"
fancy frame,,Light brown,Frame,Abstract painting,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Beige,Colorful,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_6,7_6,14051,G93qALLyGRFSELwhq,36E3,"(7, 192)"
fancy frame,,Light brown,Frame,Repeating-pattern painting,Art genre,No,No,Yes,Default; Custom; Sable,7.0,Normal,5200.0,38000,9500,Beige,Colorful,34200.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,den,expensive,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_7,7_7,14051,pZJyrsCDrmcSCBoRH,36E3,"(7, 224)"
fancy lily wreath,,,,,,Yes,No,No,,,,,NFS,1200,Pink,Yellow,,,1x1,Crafting,,,,103,fancy,nature,flowers,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathYuriMix,,5677,8PemBLHX35teZJkzR,162D,
fancy mum wreath,,,,,,Yes,No,No,,,,,NFS,1200,Pink,Red,,,1x1,Crafting,,,,103,fancy,nature,flowers,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathMumMix,,5749,g9AQk7fhJK4ugWzef,1675,
fancy rose wreath,,,,,,Yes,No,No,,,,,NFS,1200,Pink,Yellow,,,1x1,Crafting,,,,103,fancy,nature,flowers,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathRoseMix,,5747,2qqKqAEwdH3MA43hH,1673,
festive wreath,,,,,,No,No,No,,,,,NFS,375,Green,Red,,,1x1,All villagers,,Toy Day (days before); Toy Day,Yes,351,party,fancy,festive,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.6.0,Yes,FtrDoorOrnamentXmasWreath,,13357,PuW3BG8bjWjicAGJL,342D,
fish doorplate,,Light blue,Color,,,No,Yes,No,,1.0,Normal,1000.0,NFS,90,Aqua,White,,,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_0_0,0_0,4764,4YpkwmX78YQKie4oA,129C,"(0, 0)"
fish doorplate,,Red,Color,,,No,Yes,No,,1.0,Normal,1000.0,NFS,90,Red,White,,,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_1_0,1_0,4764,X2DFdTYe8RXaitwDz,129C,"(1, 0)"
fish doorplate,,Orange,Color,,,No,Yes,No,,1.0,Normal,1000.0,NFS,90,Orange,White,,,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_2_0,2_0,4764,jMRxPL2SjToiEnHbY,129C,"(2, 0)"
fish doorplate,,Yellow,Color,,,No,Yes,No,,1.0,Normal,1000.0,NFS,90,Yellow,White,,,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_3_0,3_0,4764,LmeMvCyCjxf3MCrJF,129C,"(3, 0)"
fish doorplate,,Green,Color,,,No,Yes,No,,1.0,Normal,1000.0,NFS,90,Green,White,,,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_4_0,4_0,4764,L6W9hD2AaGS934K6C,129C,"(4, 0)"
fish doorplate,,Blue,Color,,,No,Yes,No,,1.0,Normal,1000.0,NFS,90,Purple,White,,,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_5_0,5_0,4764,pKcKmXwWioDg9fLKp,129C,"(5, 0)"
fish doorplate,,Black,Color,,,No,Yes,No,,1.0,Normal,1000.0,NFS,90,Black,White,,,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_6_0,6_0,4764,PuadbAvPoL8QvDG9R,129C,"(6, 0)"
fish doorplate,,Gray,Color,,,No,Yes,No,,1.0,Normal,1000.0,NFS,90,Gray,White,,,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_7_0,7_0,4764,Kwkg8BKh54FHkGrP7,129C,"(7, 0)"
fish plaque,,,,,,No,No,No,,,,,NFS,2500,Yellow,Brown,,,1x1,Blathers,Reward for completing the Stamp Rally in the fish gallery during International Museum Day,International Museum Day,Yes,437,expensive,den,,,,No,Seasonal Decor,No,No lighting,No,Not for sale,1.2.0,Yes,FtrMuseumFishWall,,12486,RdYGQnDdR5PNJaFgH,30C6,
fish poster,,,,,,No,No,No,,,,,5000,1250,Colorful,Beige,,,1x1.5,Donating all fish,,,,251,school,lab,,,,No,Seasonal Decor,No,No lighting,No,Not for sale,2.0.0,Yes,FtrFishPoster,,12040,y4zvMz3R8TcMWDNzw,2F08,
fish print,,Giant trevally,Variation,,,No,Yes,No,,1.0,Normal,1000.0,NFS,700,Black,White,,,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,,,,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_0_0,0_0,3699,h3o6vTzCgbEeCX7Qk,0E73,"(0, 0)"
fish print,,Red snapper,Variation,,,No,Yes,No,,1.0,Normal,1000.0,NFS,700,Red,Colorful,,,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,,,,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_1_0,1_0,3699,kykeYHGMomE6ib3Cf,0E73,"(1, 0)"
fish print,,Blue marlin,Variation,,,No,Yes,No,,1.0,Normal,1000.0,NFS,700,Black,White,,,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,,,,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_2_0,2_0,3699,YWaH5Lk8A4nXg3ajd,0E73,"(2, 0)"
fish print,,Squid,Variation,,,No,Yes,No,,1.0,Normal,1000.0,NFS,700,Black,White,,,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,,,,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_3_0,3_0,3699,pGRX55vBK5sMdRoDB,0E73,"(3, 0)"
fish print,,Black bass,Variation,,,No,Yes,No,,1.0,Normal,1000.0,NFS,700,Black,White,,,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,,,,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_4_0,4_0,3699,rwsxsf5HQZZEJpAyz,0E73,"(4, 0)"
fish print,,Carp,Variation,,,No,Yes,No,,1.0,Normal,1000.0,NFS,700,Black,White,,,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,,,,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_5_0,5_0,3699,2s8HgjfPbpwxnKzZZ,0E73,"(5, 0)"
fish print,,Giant snakehead,Variation,,,No,Yes,No,,1.0,Normal,1000.0,NFS,700,Black,White,,,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,,,,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_6_0,6_0,3699,WJZChi5WzkoABaJXJ,0E73,"(6, 0)"
fishing-boat flag,,Nintenmaru - Big Catch,Design,,,No,No,No,,,,1000.0,2200,550,Colorful,Yellow,2000.0,Poki,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,ocean,harmonious,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_0_0,0_0,3583,WLrh6WSuT6GRaeXJ4,0DFF,"(0, 0)"
fishing-boat flag,,Tsurukamemaru - Longevity,Design,,,No,No,No,,,,1000.0,2200,550,Colorful,Yellow,2000.0,Poki,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,ocean,harmonious,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_1_0,1_0,3583,CM4TC6fZ3A56nu4oc,0DFF,"(1, 0)"
fishing-boat flag,,Marufukumaru - Bounty,Design,,,No,No,No,,,,1000.0,2200,550,Colorful,Yellow,2000.0,Poki,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,ocean,harmonious,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_2_0,2_0,3583,6fkTnq6gtKGNZ2hkd,0DFF,"(2, 0)"
fishing-boat flag,,Uomasamaru III - Launch,Design,,,No,No,No,,,,1000.0,2200,550,Colorful,Yellow,2000.0,Poki,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,ocean,harmonious,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_3_0,3_0,3583,FvadFFEchz7wY8inP,0DFF,"(3, 0)"
floral sconce,,White,Shade color,,,No,No,No,,,,1000.0,1200,300,White,Yellow,1100.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,European,fantasy,,,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,2.0.0,Yes,FtrSconceWall_Remake_0_0,0_0,14524,iBE27zkRKNLkB8PfQ,38BC,"(0, 0)"
floral sconce,,Light blue,Shade color,,,No,No,No,,,,1000.0,1200,300,Aqua,Gray,1100.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,European,fantasy,,,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,2.0.0,Yes,FtrSconceWall_Remake_1_0,1_0,14524,78b6qKejGfvbBf7RD,38BC,"(1, 0)"
floral sconce,,Pink,Shade color,,,No,No,No,,,,1000.0,1200,300,Pink,White,1100.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,European,fantasy,,,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,2.0.0,Yes,FtrSconceWall_Remake_2_0,2_0,14524,TGjZJid5ER2dheQF7,38BC,"(2, 0)"
floral sconce,,Purple,Shade color,,,No,No,No,,,,1000.0,1200,300,Purple,Black,1100.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,European,fantasy,,,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,2.0.0,Yes,FtrSconceWall_Remake_3_0,3_0,14524,6xK4Mijf75JMA3g7P,38BC,"(3, 0)"
floral sconce,,Yellow,Shade color,,,No,No,No,,,,1000.0,1200,300,Yellow,Green,1100.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,European,fantasy,,,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,2.0.0,Yes,FtrSconceWall_Remake_4_0,4_0,14524,DKZzTLKChKWLXkL8o,38BC,"(4, 0)"
floral sconce,,Damaged,Shade color,,,No,No,No,,,,1000.0,1200,300,Beige,Brown,1100.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,European,fantasy,,,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,2.0.0,Yes,FtrSconceWall_Remake_5_0,5_0,14524,k5gjFKuHRxhM8FbCG,38BC,"(5, 0)"
floral swag,,Yellow,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,200,Yellow,Aqua,,,1x1,Crafting,,,,103,living room,,,,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_0_0,0_0,4027,DixWDRX2EtfWWgGpn,0FBB,"(0, 0)"
floral swag,,Pink,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,200,Pink,Green,,,1x1,Crafting,,,,103,living room,,,,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_1_0,1_0,4027,dqybXussR5wojtN2z,0FBB,"(1, 0)"
floral swag,,Blue,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,200,Purple,Green,,,1x1,Crafting,,,,103,living room,,,,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_2_0,2_0,4027,8aQCZQPq5vXgLR343,0FBB,"(2, 0)"
floral swag,,White,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,200,White,Yellow,,,1x1,Crafting,,,,103,living room,,,,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_3_0,3_0,4027,CA7qXcXwJTNX7RCEB,0FBB,"(3, 0)"
floral swag,,Colorful,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,200,Colorful,Green,,,1x1,Crafting,,,,103,living room,,,,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_4_0,4_0,4027,K2yF2iMQvn4HPPTaL,0FBB,"(4, 0)"
formal paper,,Brown,Frame,,,No,No,No,,,,1000.0,620,155,Beige,Orange,560.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,school,den,,,,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrTestimonial_Remake_0_0,0_0,4099,BQXoMfr2CcyQetnqz,1003,"(0, 0)"
formal paper,,Light brown,Frame,,,No,No,No,,,,1000.0,620,155,White,Yellow,560.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,school,den,,,,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrTestimonial_Remake_1_0,1_0,4099,yPRxJapynrZNcqZ3e,1003,"(1, 0)"
formal paper,,Dark brown,Frame,,,No,No,No,,,,1000.0,620,155,Beige,Brown,560.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,school,den,,,,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrTestimonial_Remake_2_0,2_0,4099,sMhxWPv3yYTmJgm5k,1003,"(2, 0)"
fossil doorplate,,Gray,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,500,Gray,Beige,,,1x1,Crafting,,,,103,facility,ancient,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFossil_Remake_0_0,0_0,5719,vy29qgXL4FjiEdMZG,1657,"(0, 0)"
fossil doorplate,,Blue,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,500,Blue,Beige,,,1x1,Crafting,,,,103,facility,ancient,,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFossil_Remake_1_0,1_0,5719,JFe7SwHRez7oT4ick,1657,"(1, 0)"
fossil plaque,,,,,,No,No,No,,,,,NFS,2500,Yellow,Brown,,,1x1,Blathers,Reward for completing the Stamp Rally in the fossil gallery during International Museum Day,International Museum Day,Yes,437,expensive,den,,,,No,Seasonal Decor,No,No lighting,No,Not for sale,1.2.0,Yes,FtrMuseumFossilWall,,12484,QeCRAdXPWYzTNry5z,30C4,
framed art poster,,,,,,No,No,No,,,,,5000,1250,Colorful,Beige,,,1x1.5,Donating all art,,,,251,school,child's room,,,,No,Seasonal Decor,No,No lighting,No,Not for sale,2.0.0,Yes,FtrArtPoster,,14589,CP9RCwTsJiefdANHR,38FD,
framed fossil poster,,,,,,No,No,No,,,,,5000,1250,Brown,Beige,,,1x1.5,Donating all fossils,,,,251,school,child's room,,,,No,Seasonal Decor,No,No lighting,No,Not for sale,2.0.0,Yes,FtrFossilPoster,,12961,LBf8pBXzkLJvzSqjM,32A1,
framed poster,,Brown,Frame,Flowers,Poster design,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1400,350,Brown,White,1300.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,den,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameWall_Remake_0_0,0_0,13744,hkpogX2qtPoiB5tt6,35B0,"(0, 0)"
framed poster,,Brown,Frame,Typography,Poster design,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1400,350,Brown,Beige,1300.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,den,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameWall_Remake_0_1,0_1,13744,F3y2voR4dXSsgmtzs,35B0,"(0, 32)"
framed poster,,Brown,Frame,Trees,Poster design,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1400,350,Brown,Colorful,1300.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,den,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameWall_Remake_0_2,0_2,13744,ybpxgB6pm3bbtWubE,35B0,"(0, 64)"
framed poster,,Brown,Frame,Pancakes,Poster design,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1400,350,Brown,Colorful,1300.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,den,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameWall_Remake_0_3,0_3,13744,RYokmg424GDL94K8x,35B0,"(0, 96)"
framed poster,,Brown,Frame,Vintage,Poster design,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1400,350,Brown,Beige,1300.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,den,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameWall_Remake_0_4,0_4,13744,bhEEfjWCHq9AdhG37,35B0,"(0, 128)"
framed poster,,Brown,Frame,Ad,Poster design,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1400,350,Brown,Aqua,1300.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,den,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameWall_Remake_0_5,0_5,13744,Q55LN37Zj3YBeaN7a,35B0,"(0, 160)"
framed poster,,Brown,Frame,Photo,Poster design,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1400,350,Brown,Gray,1300.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,den,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameWall_Remake_0_6,0_6,13744,4TkfpZLjHBbCXssQB,35B0,"(0, 192)"
framed poster,,Brown,Frame,Birds,Poster design,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1400,350,Brown,Colorful,1300.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,den,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameWall_Remake_0_7,0_7,13744,kvghnNcW2srA7Ess5,35B0,"(0, 224)"
framed poster,,Gray,Frame,Flowers,Poster design,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1400,350,Gray,White,1300.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,den,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameWall_Remake_1_0,1_0,13744,B65qgEqG5HT2erdsq,35B0,"(1, 0)"
framed poster,,Gray,Frame,Typography,Poster design,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1400,350,Gray,Beige,1300.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,living room,den,,,,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameWall_Remake_1_1,1_1,13744,2BjRNHANuGWu4dyBh,35B0,"(1, 32)"
