Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID,Internal ID as hex
checkered jumper dress,,,Beige,No,1840,460.0,51,Beige,White,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Womanly,Womanly,Cute,Elegant,everyday,1,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLJumperskirt3,527,8970,yJFpb8GqzrJxTSZDc,230A
checkered jumper dress,,,Red,No,1840,460.0,51,Beige,Red,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,Winter,Womanly,Womanly,Cute,Elegant,everyday,2,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLJumperskirt0,527,4731,foykwA5waMkGNMvNm,127B
checkered jumper dress,,,Yellow,No,1840,460.0,51,Beige,Yellow,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Womanly,Womanly,Cute,Elegant,everyday,3,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLJumperskirt2,527,8969,uGsbSB2SJZsP64pqb,2309
checkered jumper dress,,,Green,No,1840,460.0,51,Beige,Green,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Womanly,Womanly,Cute,Elegant,everyday,4,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLJumperskirt1,527,8968,XKXusoE3TaQLY2tEa,2308
cheerleading uniform,,,Red,No,1920,480.0,51,White,Red,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Womanly,Womanly,Active,Cute,sporty; theatrical,1,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer0,20,3058,g3dWDD7n3PGXNT3dy,0BF2
cheerleading uniform,,,Blue,No,1920,480.0,51,White,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Womanly,Womanly,Active,Cute,sporty; theatrical,2,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer2,20,9366,vP9Kpn48fLE6L73XT,2496
cheerleading uniform,,,Purple,No,1920,480.0,51,White,Purple,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Womanly,Womanly,Active,Cute,sporty; theatrical,3,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer1,20,9365,eKXzgseNxuDfkz2nA,2495
cheerleading uniform,,,Berry red,No,1920,480.0,51,Black,Red,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Womanly,Womanly,Active,Cute,sporty; theatrical,4,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer3,20,9367,gyrgYDrC7ijcYKP66,2497
cheerleading uniform,,,Pink,No,1920,480.0,51,Black,Pink,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Womanly,Womanly,Active,Cute,sporty; theatrical,5,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer5,20,9369,QpEGE87fwiWRrXF2g,2499
cheerleading uniform,,,Yellow,No,1920,480.0,51,Black,Orange,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Womanly,Womanly,Active,Cute,sporty; theatrical,6,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer7,20,9371,aG6oyKtLFSykGXaqv,249B
cheerleading uniform,,,Green,No,1920,480.0,51,Black,Green,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Womanly,Womanly,Active,Cute,sporty; theatrical,7,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer4,20,9368,7hpFyWWMKvpbYy6PM,2498
cheerleading uniform,,,Light blue,No,1920,480.0,51,Black,Aqua,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Womanly,Womanly,Active,Cute,sporty; theatrical,8,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer6,20,9370,Kym2Qd2kJ9mbpjLpp,249A
cherry dress,,,,Yes,NFS,1600.0,103,Red,Red,1x1,,,Crafting,,,,All Year,Summer,,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Yes,A-line,N,Not for sale,1.0.0,Yes,TopsTexOnepieceAlineNCherry0,1089,9838,ECBc6ycmHe4hZJyZq,266E
chic tuxedo dress,,,Black,No,2240,560.0,51,Black,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Elegant,fairy tale; party; theatrical,1,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNBunny0,322,4347,98bMggtEoqgCYBC9s,10FB
chic tuxedo dress,,,Red,No,2240,560.0,51,Red,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Elegant,fairy tale; party; theatrical,2,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNBunny2,322,8277,TKjteEC4c47jfeCrb,2055
chic tuxedo dress,,,Pink,No,2240,560.0,51,Pink,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Elegant,fairy tale; party; theatrical,3,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNBunny1,322,8276,iZKFcnjCu9QocPC95,2054
chic tuxedo dress,,,Light blue,No,2240,560.0,51,Aqua,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Elegant,fairy tale; party; theatrical,4,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNBunny3,322,8278,djYPrT92J6uZ3k7PC,2056
chima jeogori,,,Red,No,2520,630.0,51,Red,Yellow,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Elegant,formal,1,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLChimachogori4,183,9148,LXzgWPoRmJQMr385Z,23BC
chima jeogori,,,Vermilion,No,2520,630.0,51,Red,Green,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Elegant,formal,2,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLChimachogori0,183,3538,kdc7E8AyjtdfC6aaY,0DD2
chima jeogori,,,Pink,No,2520,630.0,51,Pink,Aqua,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Elegant,formal,3,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLChimachogori2,183,9146,r43ogk6mKHn33TfN2,23BA
chima jeogori,,,Yellow-green,No,2520,630.0,51,Green,Pink,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Elegant,formal,4,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLChimachogori1,183,9145,nF47jMjAJC2fj8mzA,23B9
chima jeogori,,,Blue,No,2520,630.0,51,Blue,Aqua,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Elegant,formal,5,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLChimachogori3,183,9147,rcQW6T7un6criyu9o,23BB
china poblana,,,,No,2520,630.0,51,Red,Green,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Cute,everyday; formal,1,Yes,Dress,H,For sale,1.0.0,Yes,TopsTexOnepieceDressHChinapoblanaRed,398,4484,bzp8qpTPEWfnDN5Yz,1184
chiton,,,,No,2520,630.0,51,White,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Simple,formal; theatrical,1,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNGreece,190,3574,zgSYh4R7NMo5uNJ6L,0DF6
clean-room suit,,,White,No,2800,700.0,51,White,White,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,1,Yes,Overall,L,For sale,2.0.0,Yes,TopsTexOnepieceOverallLHygiene0,1399,14372,TfvCXkustyy6BJPkb,3824
clean-room suit,,,Orange,No,2800,700.0,51,Orange,Orange,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,2,Yes,Overall,L,For sale,2.0.0,Yes,TopsTexOnepieceOverallLHygiene4,1399,14986,S3r9i7gyQFrhNTbdb,3A8A
clean-room suit,,,Yellow,No,2800,700.0,51,Yellow,Yellow,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,3,Yes,Overall,L,For sale,2.0.0,Yes,TopsTexOnepieceOverallLHygiene3,1399,14985,WYo55YR8qoMj8TyfH,3A89
clean-room suit,,,Green,No,2800,700.0,51,Green,Green,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,4,Yes,Overall,L,For sale,2.0.0,Yes,TopsTexOnepieceOverallLHygiene2,1399,14984,q9cgmYWLzKJYvyi5q,3A88
clean-room suit,,,Blue,No,2800,700.0,51,Aqua,Aqua,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,5,Yes,Overall,L,For sale,2.0.0,Yes,TopsTexOnepieceOverallLHygiene1,1399,14983,oDqEdiLBdJB5sLzSW,3A87
clover dress,,,Dark green,No,1800,450.0,51,Green,White,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,,Womanly,Womanly,Cute,Elegant,everyday; fairy tale; party; vacation,1,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNClover1,534,9430,bsABDAoPNuRQB78Qe,24D6
clover dress,,,Green,No,1800,450.0,51,Green,Green,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,Summer,Womanly,Womanly,Cute,Elegant,everyday; fairy tale; party; vacation,2,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNClover0,534,4740,E2csgTak6CS2d4quK,1284
cold-country bunad,,,Red,No,2520,630.0,51,Red,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Manly,Manly,Elegant,Gorgeous,formal; party,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLNordic2,747,8175,TANqYsK7TqNmviEWY,1FEF
cold-country bunad,,,Green,No,2520,630.0,51,Green,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Manly,Manly,Elegant,Gorgeous,formal; party,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLNordic1,747,8174,77iLRBqijXj5f4CwN,1FEE
cold-country bunad,,,Blue,No,2520,630.0,51,Blue,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Manly,Manly,Elegant,Gorgeous,formal; party,3,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLNordic0,747,5442,TfhSbtNHyKWXoTaiw,1542
cold-country dress,,,Red,No,2520,630.0,51,Red,Green,1x1,,,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Womanly,Womanly,Elegant,Cute,formal; party,1,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLNordic2,488,8163,gN7NCKf3cdDJjWHrd,1FE3
cold-country dress,,,Green,No,2520,630.0,51,Green,Orange,1x1,,,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Womanly,Womanly,Elegant,Cute,formal; party,2,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLNordic1,488,8162,Ln5WLbCnt988iMNdr,1FE2
cold-country dress,,,Blue,No,2520,630.0,51,Blue,Purple,1x1,,,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Womanly,Womanly,Elegant,Cute,formal; party,3,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLNordic0,488,4650,NmQosuFR7ZckuvNLw,122A
concierge uniform,,,White,No,1920,480.0,51,White,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Elegant,formal; work,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLHotel2,176,7446,ekKymrXkjPkGkBHoF,1D16
concierge uniform,,,Red,No,1920,480.0,51,Red,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Elegant,formal; work,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLHotel1,176,7445,hgCf3aRj5gYBjTA5M,1D15
concierge uniform,,,Green,No,1920,480.0,51,Green,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Elegant,formal; work,3,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLHotel0,176,3464,pr2h3ikXQCQ4MvZyM,0D88
concierge uniform,,,Light blue,No,1920,480.0,51,Aqua,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Elegant,formal; work,4,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLHotel4,176,7448,FSmY4E7rWBssDHEgF,1D18
concierge uniform,,,Brown,No,1920,480.0,51,Brown,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Elegant,formal; work,5,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLHotel3,176,7447,pT4bZ29XErpCqK9Ht,1D17
coveralls with arm covers,,,Pink,No,1600,400.0,51,Pink,Red,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,All Year,Free,Free,Active,Simple,outdoorsy; work,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLFarmer3,651,9612,YGyazjzmfwgJjRcQF,258C
coveralls with arm covers,,,Orange,No,1600,400.0,51,Orange,Green,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy; work,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLFarmer2,651,9611,Xp5KSHCwGhr7ZCMJB,258B
coveralls with arm covers,,,Green,No,1600,400.0,51,Green,Blue,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy; work,3,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLFarmer0,651,5288,omeza4x9Y7nunqPrf,14A8
coveralls with arm covers,,,Blue,No,1600,400.0,51,Aqua,Brown,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy; work,4,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLFarmer1,651,9610,nKboH85cZPnwgsk89,258A
coveralls with arm covers,,,Purple,No,1600,400.0,51,Purple,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy; work,5,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLFarmer4,651,9613,P9xSyAJEBT9tf3cyF,258D
cozy Paradise Planning coat,,,,No,NFS,,0,Red,Red,1x1,,,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,,All Year,All Year,,Free,Free,Active,Cute,everyday; comfy,1,Yes,Rib,L,Not in catalog,2.0.0,Yes,TopsTexOnepieceRibLTakumi0,1475,14833,gJ3F5XbzqWXAwSGtw,39F1
cyber suit,,,Pink,No,3500,875.0,51,Black,Pink,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,party; theatrical,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLCyber2,715,8659,8zsvmL5drNgv9ySiC,21D3
cyber suit,,,Yellow,No,3500,875.0,51,Black,Yellow,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,party; theatrical,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLCyber1,715,8658,xDF9cNnGgSwDemzC6,21D2
cyber suit,,,Blue,No,3500,875.0,51,Black,Aqua,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,party; theatrical,3,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLCyber0,715,5391,A8qvrfxJeCMggw96f,150F
dazed dress,,,Pink,No,1600,400.0,51,Pink,Purple,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Cute,Cute,everyday; fairy tale,1,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNYumeiro0,38,2783,oK6iym4jH45duxFtC,0ADF
dazed dress,,,Green,No,1600,400.0,51,Green,Yellow,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Cute,Cute,everyday; fairy tale,2,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNYumeiro2,38,8301,EeveRpwDuWDL24dms,206D
dazed dress,,,Blue,No,1600,400.0,51,Blue,Aqua,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Cute,Cute,everyday; fairy tale,3,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNYumeiro1,38,8300,mweQ9aKBGf9nMuxWh,206C
denim overalls,,,White,No,1600,400.0,51,White,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto4,219,9472,4p7PybxpZkZgRBHny,2500
denim overalls,,,Black,No,1600,400.0,51,Black,Green,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto7,219,9475,BgE6HtDAJgZrdKD5N,2503
denim overalls,,,Red,No,1600,400.0,51,Red,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,3,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto6,219,9474,GGi4ZLQvh2W5vEDEB,2502
denim overalls,,,Orange,No,1600,400.0,51,Orange,Beige,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,4,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto5,219,9473,jF5u7NRjQW3ANdC4F,2501
denim overalls,,,Avocado,No,1600,400.0,51,Green,Aqua,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,5,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto3,219,9471,BfWgo4j66yvLPkzE5,24FF
denim overalls,,,Blue,No,1600,400.0,51,Aqua,White,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,6,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto0,219,3668,bqeXZWDqvBy4eSZH8,0E54
denim overalls,,,Brown,No,1600,400.0,51,Brown,Blue,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,7,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto1,219,9469,DrjJuu9HzYNc3y35A,24FD
denim overalls,,,Beige,No,1600,400.0,51,Beige,White,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,8,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto2,219,9470,3D6JaCGwWKefBoBr3,24FE
desert outfit,,,Pink,No,2520,630.0,51,Pink,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Elegant,fairy tale; party,1,Yes,Overall,N,For sale,1.0.0,Yes,TopsTexOnepieceOverallNArabia2,198,8155,M8MYB2kRrCG8ykRr3,1FDB
desert outfit,,,Yellow,No,2520,630.0,51,Yellow,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Elegant,fairy tale; party,2,Yes,Overall,N,For sale,1.0.0,Yes,TopsTexOnepieceOverallNArabia3,198,8156,SvHh9zvw33JBQP645,1FDC
desert outfit,,,Blue,No,2520,630.0,51,Aqua,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Elegant,fairy tale; party,3,Yes,Overall,N,For sale,1.0.0,Yes,TopsTexOnepieceOverallNArabia1,198,8154,afWMEPe6uvP5CPT6v,1FDA
desert outfit,,,Purple,No,2520,630.0,51,Purple,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Elegant,fairy tale; party,4,Yes,Overall,N,For sale,1.0.0,Yes,TopsTexOnepieceOverallNArabia0,198,3606,5MWXFRnhJruEZD5T4,0E16
desert-princess outfit,,,Pink,No,2520,630.0,51,Pink,Pink,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Elegant,fairy tale; party,1,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHArabia2,477,8160,7bf9SBkfM4pMMX8Ti,1FE0
desert-princess outfit,,,Yellow,No,2520,630.0,51,Yellow,Yellow,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Elegant,fairy tale; party,2,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHArabia3,477,8161,DccZFDzv6FMQgAAvi,1FE1
desert-princess outfit,,,Blue,No,2520,630.0,51,Aqua,Aqua,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Elegant,fairy tale; party,3,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHArabia0,477,4611,CSeoYuJe3YNAkeEa2,1203
desert-princess outfit,,,Purple,No,2520,630.0,51,Purple,Purple,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Elegant,Elegant,fairy tale; party,4,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHArabia1,477,8159,7CmJTvfjqz8oGrfnh,1FDF
diner uniform,,,Black,No,1800,450.0,51,Black,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Active,work,1,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress6,58,8881,gAnoXjWtxwNbN7hS7,22B1
diner uniform,,,Red,No,1800,450.0,51,Red,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Active,work,2,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress1,58,8876,uJXj8geZJpXc5z6c7,22AC
diner uniform,,,Pink,No,1800,450.0,51,Pink,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Active,work,3,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress0,58,3142,XGsRbu3exD3RTr5Hm,0C46
diner uniform,,,Yellow,No,1800,450.0,51,Yellow,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Active,work,4,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress3,58,8878,jCb4itiZqRbatQWNv,22AE
diner uniform,,,Aquamarine,No,1800,450.0,51,Green,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Active,work,5,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress4,58,8879,wYnpxZcukLRqEQW3J,22AF
diner uniform,,,Blue,No,1800,450.0,51,Blue,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Active,work,6,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress2,58,8877,ZFQ9d3TRRX5SD5NaX,22AD
diner uniform,,,Cream,No,1800,450.0,51,Beige,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Active,work,7,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress5,58,8880,Ru5bLFrn2hXaEErTW,22B0
dollhouse dress,,,Light blue,No,2800,700.0,51,White,White,1x1,,,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,Summer,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical; vacation; work,1,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNIdleeightys6,345,9427,Q8rs2aXkAtNN4oLYG,24D3
dollhouse dress,,,Red,No,2800,700.0,51,Red,White,1x1,,,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical; vacation; work,2,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNIdleeightys1,345,9422,BDSc5CdamR8Dj4wY9,24CE
dollhouse dress,,,Pink,No,2800,700.0,51,Pink,White,1x1,,,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical; vacation; work,3,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNIdleeightys3,345,9424,PXoTXN7gFdEsAwRkA,24D0
dollhouse dress,,,Yellow,No,2800,700.0,51,Yellow,White,1x1,,,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical; vacation; work,4,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNIdleeightys0,345,4406,uJe6iBzieXFWwzta9,1136
