Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Customize,Kit Cost,Cyrus Customize Price,Buy,Sell,HHA Base Points,HHA Concept 1,HHA Concept 2,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Season/Event,Season/Event Exclusive,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
Cookie's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Purple,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlDog08_Remake_2_0,2_0,6445,QxRNM8LRjgyGncnYn,192D,"(2, 0)"
Cookie's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Purple,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlDog08_Remake_3_0,3_0,6445,rEeJQoPJGhrx8aZEE,192D,"(3, 0)"
Cookie's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Purple,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlDog08_Remake_4_0,4_0,6445,gRHw9h6b3LccYPHeE,192D,"(4, 0)"
Cookie's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Purple,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlDog08_Remake_5_0,5_0,6445,EHkDs4DztFPjABnoe,192D,"(5, 0)"
Cookie's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Purple,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlDog08_Remake_6_0,6_0,6445,Qf4vBnwrqhDC5jcac,192D,"(6, 0)"
Cookie's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Purple,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlDog08_Remake_7_0,7_0,6445,5aDHKHz5uFt3r6csk,192D,"(7, 0)"
Copper's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,0,,,Orange,Blue,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpDga_Remake_0_0,0_0,398,tyKu8TKtHHSjXu2Pf,018E,"(0, 0)"
Copper's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,0,,,Orange,Blue,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpDga_Remake_1_0,1_0,398,H3LE6rGcjWfuLxCKb,018E,"(1, 0)"
Copper's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,0,,,Orange,Blue,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpDga_Remake_2_0,2_0,398,3GZzqPooQ5CmfGQ6M,018E,"(2, 0)"
Copper's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,0,,,Orange,Blue,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpDga_Remake_3_0,3_0,398,CyxcC2XRdXRTDq7F4,018E,"(3, 0)"
Copper's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,0,,,Orange,Blue,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpDga_Remake_4_0,4_0,398,4MGYf3ccR6BYzLazH,018E,"(4, 0)"
Copper's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,0,,,Orange,Blue,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpDga_Remake_5_0,5_0,398,5QamCjEKMqFEgA4fk,018E,"(5, 0)"
Copper's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,0,,,Orange,Blue,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpDga_Remake_6_0,6_0,398,psWDpqKTHfAxxFrgN,018E,"(6, 0)"
Copper's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,0,,,Orange,Blue,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpDga_Remake_7_0,7_0,398,RcoCdDqGTSLSgDFQy,018E,"(7, 0)"
Cousteau's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg10_Remake_0_0,0_0,6494,kEXLoAoxHFEusYcPR,195E,"(0, 0)"
Cousteau's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg10_Remake_1_0,1_0,6494,j3pxWPueichNXCSwF,195E,"(1, 0)"
Cousteau's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg10_Remake_2_0,2_0,6494,nedA4PRd4JuQPvcPB,195E,"(2, 0)"
Cousteau's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg10_Remake_3_0,3_0,6494,bSBFD2Lu7muz8oArd,195E,"(3, 0)"
Cousteau's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg10_Remake_4_0,4_0,6494,BWXm35ZsYwkX6Q7eh,195E,"(4, 0)"
Cousteau's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg10_Remake_5_0,5_0,6494,DSKx2EgyXiyuLcjf2,195E,"(5, 0)"
Cousteau's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg10_Remake_6_0,6_0,6494,HKvxBnMNvGBKaYZDY,195E,"(6, 0)"
Cousteau's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg10_Remake_7_0,7_0,6494,86YEWyrkSaMmydqFZ,195E,"(7, 0)"
Cranston's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,White,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlOst06_Remake_0_0,0_0,6614,f8G49TwHjKgdWenax,19D6,"(0, 0)"
Cranston's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,White,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlOst06_Remake_1_0,1_0,6614,G5XwY5j6gZCZB6Qmj,19D6,"(1, 0)"
Cranston's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,White,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlOst06_Remake_2_0,2_0,6614,xkHzqAH6ZwXq6RXGq,19D6,"(2, 0)"
Cranston's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,White,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlOst06_Remake_3_0,3_0,6614,ZEwRY5ZZRgKZywZFA,19D6,"(3, 0)"
Cranston's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,White,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlOst06_Remake_4_0,4_0,6614,D9poXBmJZ3J534k2j,19D6,"(4, 0)"
Cranston's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,White,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlOst06_Remake_5_0,5_0,6614,4FcuthKx3oo8tkqY4,19D6,"(5, 0)"
Cranston's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,White,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlOst06_Remake_6_0,6_0,6614,XiyviA3BKWCQFPabH,19D6,"(6, 0)"
Cranston's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,White,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlOst06_Remake_7_0,7_0,6614,299pgqzYPdpbS82wG,19D6,"(7, 0)"
Croque's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg17_Remake_0_0,0_0,6500,CjLqDbWnP4zGiQMW4,1964,"(0, 0)"
Croque's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg17_Remake_1_0,1_0,6500,e3sfyNo6ZBng27X6A,1964,"(1, 0)"
Croque's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg17_Remake_2_0,2_0,6500,a4FdLaatLw6to3CSx,1964,"(2, 0)"
Croque's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg17_Remake_3_0,3_0,6500,MRJ7XSfL8f7zJkm6q,1964,"(3, 0)"
Croque's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg17_Remake_4_0,4_0,6500,eaAK7KFi7j8vinLzu,1964,"(4, 0)"
Croque's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg17_Remake_5_0,5_0,6500,Xt2YjNkFknYHpmmfB,1964,"(5, 0)"
Croque's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg17_Remake_6_0,6_0,6500,KPfWhDF9QEk94RxT2,1964,"(6, 0)"
Croque's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlFlg17_Remake_7_0,7_0,6500,TyJaPYvcCGr29XbAP,1964,"(7, 0)"
Cube's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Black,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPgn02_Remake_0_0,0_0,6632,KmaKc9atf2bRQYXkr,19E8,"(0, 0)"
Cube's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Black,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPgn02_Remake_1_0,1_0,6632,AzcGXpn4dL5jAowdQ,19E8,"(1, 0)"
Cube's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Black,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPgn02_Remake_2_0,2_0,6632,bFQ8AmKvEsBeEHJbL,19E8,"(2, 0)"
Cube's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Black,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPgn02_Remake_3_0,3_0,6632,DWBzCkmaabFsA9NKr,19E8,"(3, 0)"
Cube's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Black,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPgn02_Remake_4_0,4_0,6632,9vwrdBq5KHYdc6hF3,19E8,"(4, 0)"
Cube's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Black,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPgn02_Remake_5_0,5_0,6632,HSKiQnotzu8Ppn6wg,19E8,"(5, 0)"
Cube's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Black,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPgn02_Remake_6_0,6_0,6632,LqwQtFPX9AuFxueDw,19E8,"(6, 0)"
Cube's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Black,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPgn02_Remake_7_0,7_0,6632,y94W3vHGtdGtizso2,19E8,"(7, 0)"
Curlos's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlShp08_Remake_0_0,0_0,6697,9ivgRcADfC7gBEFnh,1A29,"(0, 0)"
Curlos's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlShp08_Remake_1_0,1_0,6697,hsE7GoZpMARkFyZJm,1A29,"(1, 0)"
Curlos's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlShp08_Remake_2_0,2_0,6697,3ymTCgXriBD5YvPLA,1A29,"(2, 0)"
Curlos's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlShp08_Remake_3_0,3_0,6697,sMGtYh5XcKwsE2sdZ,1A29,"(3, 0)"
Curlos's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlShp08_Remake_4_0,4_0,6697,bFAXWwZMkkb3m57GP,1A29,"(4, 0)"
Curlos's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlShp08_Remake_5_0,5_0,6697,XmmnRRary6brX76ji,1A29,"(5, 0)"
Curlos's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlShp08_Remake_6_0,6_0,6697,PJSSSW8Jq5ACPiesy,1A29,"(6, 0)"
Curlos's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Yellow,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlShp08_Remake_7_0,7_0,6697,bfKmQfDLkZ7gm54Le,1A29,"(7, 0)"
Curly's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig00_Remake_0_0,0_0,6644,3JzkDEAJu5xAzbc7L,19F4,"(0, 0)"
Curly's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig00_Remake_1_0,1_0,6644,22BMX4r2eDwexmac2,19F4,"(1, 0)"
Curly's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig00_Remake_2_0,2_0,6644,GhFqwQ5vFcLgnwK3J,19F4,"(2, 0)"
Curly's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig00_Remake_3_0,3_0,6644,n9cGPGTARkrXeimZA,19F4,"(3, 0)"
Curly's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig00_Remake_4_0,4_0,6644,qr25E5MbWdoNid2GT,19F4,"(4, 0)"
Curly's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig00_Remake_5_0,5_0,6644,RdFCgwDKGXYzneFZi,19F4,"(5, 0)"
Curly's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig00_Remake_6_0,6_0,6644,nQDtJpnHdxBENWqSR,19F4,"(6, 0)"
Curly's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Green,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig00_Remake_7_0,7_0,6644,g9TLsr8snfjsso3xC,19F4,"(7, 0)"
Curt's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Gray,Brown,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBea02_Remake_0_0,0_0,6427,xPshZbWGceYiigiP4,191B,"(0, 0)"
Curt's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Gray,Brown,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBea02_Remake_1_0,1_0,6427,Wb2g5DPXkRRre9y5F,191B,"(1, 0)"
Curt's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Gray,Brown,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBea02_Remake_2_0,2_0,6427,kzmqzXBctPy7LMgEg,191B,"(2, 0)"
Curt's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Gray,Brown,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBea02_Remake_3_0,3_0,6427,zde6KRfgojT8rtffG,191B,"(3, 0)"
Curt's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Gray,Brown,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBea02_Remake_4_0,4_0,6427,aHYEDkFKFaQ9FqDJ7,191B,"(4, 0)"
Curt's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Gray,Brown,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBea02_Remake_5_0,5_0,6427,8ydKJavJhiL8MYh9A,191B,"(5, 0)"
Curt's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Gray,Brown,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBea02_Remake_6_0,6_0,6427,muvzbtbaFYfMaiuXn,191B,"(6, 0)"
Curt's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Gray,Brown,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBea02_Remake_7_0,7_0,6427,mzXgxgjX6osfWjSFp,191B,"(7, 0)"
Cyd's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlElp12_Remake_0_0,0_0,6997,AXq6zKAKPYGerJ8g8,1B55,"(0, 0)"
Cyd's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlElp12_Remake_1_0,1_0,6997,RbAH5NvDX7H29DvhJ,1B55,"(1, 0)"
Cyd's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlElp12_Remake_2_0,2_0,6997,vbqMAusF3CeEruceu,1B55,"(2, 0)"
Cyd's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlElp12_Remake_3_0,3_0,6997,7hD4K4akNjLCzgXYK,1B55,"(3, 0)"
Cyd's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlElp12_Remake_4_0,4_0,6997,wchQ9jEwdQSLWYtmj,1B55,"(4, 0)"
Cyd's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlElp12_Remake_5_0,5_0,6997,e4AsbhHbfb2KjqRAS,1B55,"(5, 0)"
Cyd's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlElp12_Remake_6_0,6_0,6997,wcxF2n8RCiF2ibPaR,1B55,"(6, 0)"
Cyd's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlElp12_Remake_7_0,7_0,6997,hLBTeCwQitz8QRAwK,1B55,"(7, 0)"
Cyrano's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt00_Remake_0_0,0_0,6426,xgTPMqhdFEpfX6w2L,191A,"(0, 0)"
Cyrano's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt00_Remake_1_0,1_0,6426,8he9jwRnMLCEX25FA,191A,"(1, 0)"
Cyrano's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt00_Remake_2_0,2_0,6426,rSmMeuA46zhsJFjTN,191A,"(2, 0)"
Cyrano's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt00_Remake_3_0,3_0,6426,aNgpHBskPHbKNknNo,191A,"(3, 0)"
Cyrano's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt00_Remake_4_0,4_0,6426,hfK9SrXNjyRsRAidx,191A,"(4, 0)"
Cyrano's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt00_Remake_5_0,5_0,6426,3Ym6ceS5XwaQveiFL,191A,"(5, 0)"
Cyrano's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt00_Remake_6_0,6_0,6426,NMTKKL3dzQp8mJXZB,191A,"(6, 0)"
Cyrano's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt00_Remake_7_0,7_0,6426,rwM3QL2hLtBuAobL8,191A,"(7, 0)"
Cyrus's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,0,,,Aqua,Pink,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpAlp_Remake_0_0,0_0,370,tzwQxabdHuQi5redo,0172,"(0, 0)"
Cyrus's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,0,,,Aqua,Pink,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpAlp_Remake_1_0,1_0,370,9bteu4xckda8dZXtx,0172,"(1, 0)"
Cyrus's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,0,,,Aqua,Pink,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpAlp_Remake_2_0,2_0,370,7jvxcRdzJTpTJQptf,0172,"(2, 0)"
Cyrus's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,0,,,Aqua,Pink,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpAlp_Remake_3_0,3_0,370,qzMGpswtcvZAbA8F7,0172,"(3, 0)"
Cyrus's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,0,,,Aqua,Pink,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpAlp_Remake_4_0,4_0,370,9E3i3iGYzDo8yg3yi,0172,"(4, 0)"
Cyrus's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,0,,,Aqua,Pink,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpAlp_Remake_5_0,5_0,370,h3kgvGTMPNNcKXgTA,0172,"(5, 0)"
Cyrus's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,0,,,Aqua,Pink,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpAlp_Remake_6_0,6_0,370,Kz6HTp8HMQQcFM3fF,0172,"(6, 0)"
Cyrus's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,0,,,Aqua,Pink,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpAlp_Remake_7_0,7_0,370,Dow5yA2y3MijNwB9n,0172,"(7, 0)"
Daisy Mae's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,0,,,Orange,Aqua,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpBoc_Remake_0_0,0_0,420,ue3it8aTMwJr6ycqH,01A4,"(0, 0)"
Daisy Mae's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,0,,,Orange,Aqua,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpBoc_Remake_1_0,1_0,420,fSFCATfyRHfB9acBN,01A4,"(1, 0)"
Daisy Mae's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,0,,,Orange,Aqua,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpBoc_Remake_2_0,2_0,420,CMhcZTaYut2pn8Ras,01A4,"(2, 0)"
Daisy Mae's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,0,,,Orange,Aqua,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpBoc_Remake_3_0,3_0,420,NyMrRWECa8LoawPga,01A4,"(3, 0)"
Daisy Mae's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,0,,,Orange,Aqua,1x1,,,Lottie,Happy Home Paradise,Yes,Not in catalog,2.0.0,Yes,BromideNpcSpBoc_Remake_4_0,4_0,420,JpZdfof7T5qNjRzyG,01A4,"(4, 0)"
