Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
dual hanging monitors,,Silver,Color,Drink menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Gray,Aqua,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_1,2_1,13157,uNvuymdLwKmHjYP2t,3365,"(2, 32)"
dual hanging monitors,,Silver,Color,Fast-food menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Gray,White,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_2,2_2,13157,iMJ3Mnp4LBeyKEiSg,3365,"(2, 64)"
dual hanging monitors,,Silver,Color,Dinner menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Gray,Black,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_3,2_3,13157,LhnQETo2hH6zB8T2J,3365,"(2, 96)"
dual hanging monitors,,Silver,Color,Ice-cream menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Gray,Colorful,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_4,2_4,13157,T6n2iR8RGthCAxJso,3365,"(2, 128)"
dual hanging monitors,,Silver,Color,Timetable,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Gray,Blue,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_5,2_5,13157,XBcqnk4oj77arwtnP,3365,"(2, 160)"
dual hanging monitors,,Silver,Color,Service numbers,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Gray,Green,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_6,2_6,13157,oXdAZiFiHzWds8sCS,3365,"(2, 192)"
dual hanging monitors,,Silver,Color,Stock updates,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Gray,Blue,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_7,2_7,13157,6uRJbJ6ifRLx9tZJg,3365,"(2, 224)"
enamel lamp,,Green,Color,,,No,No,No,,,,1000,2100,525,Green,Green,1900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,kitchen,living room,,,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_0_0,0_0,13119,z3NdvA7Ag7GaCoBg9,333F,"(0, 0)"
enamel lamp,,Blue,Color,,,No,No,No,,,,1000,2100,525,Aqua,Aqua,1900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,kitchen,living room,,,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_1_0,1_0,13119,L9acqzZ3p3ZWqSquz,333F,"(1, 0)"
enamel lamp,,Red,Color,,,No,No,No,,,,1000,2100,525,Red,Red,1900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,kitchen,living room,,,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_2_0,2_0,13119,Ci6kRtHR2sebKf6t8,333F,"(2, 0)"
enamel lamp,,Yellow,Color,,,No,No,No,,,,1000,2100,525,Yellow,Yellow,1900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,kitchen,living room,,,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_3_0,3_0,13119,Dqpdd9D3u3Jzbxn4Y,333F,"(3, 0)"
enamel lamp,,Pink,Color,,,No,No,No,,,,1000,2100,525,Pink,Pink,1900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,kitchen,living room,,,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_4_0,4_0,13119,JGHX2AWo48EWqSFpe,333F,"(4, 0)"
enamel lamp,,White,Color,,,No,No,No,,,,1000,2100,525,White,White,1900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,kitchen,living room,,,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_5_0,5_0,13119,A7uquzQ9mDBqogBiS,333F,"(5, 0)"
enamel lamp,,Black,Color,,,No,No,No,,,,1000,2100,525,Black,Black,1900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,kitchen,living room,,,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_6_0,6_0,13119,zzsPuSitPWSGr9y4d,333F,"(6, 0)"
festival lantern,,Gold,Hanger,Fuku (Good fortune),Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Yellow,Red,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_0,0_0,13151,Fk2gL6ojxtwScbwSo,335F,"(0, 0)"
festival lantern,,Gold,Hanger,Flowers,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Yellow,Aqua,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_1,0_1,13151,Atz78nLksLmJtxa4X,335F,"(0, 32)"
festival lantern,,Gold,Hanger,Matsuri (Festival),Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Yellow,Red,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_2,0_2,13151,maFaaK5thKLrmknPu,335F,"(0, 64)"
festival lantern,,Gold,Hanger,Crest,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Yellow,White,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_3,0_3,13151,osJefXSMca6gRLcBX,335F,"(0, 96)"
festival lantern,,Gold,Hanger,Red & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Yellow,Red,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_4,0_4,13151,t2z8Fe6TdEmwzt7Ez,335F,"(0, 128)"
festival lantern,,Gold,Hanger,Blue & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Yellow,Blue,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_5,0_5,13151,yzsNN8xAEDyby2ajS,335F,"(0, 160)"
festival lantern,,Gold,Hanger,Yellow & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Yellow,Yellow,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_6,0_6,13151,BpLr7DQoRWhLuBmWW,335F,"(0, 192)"
festival lantern,,Gold,Hanger,Green & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Yellow,Green,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_7,0_7,13151,5iaNrtzapzQWmE4F4,335F,"(0, 224)"
festival lantern,,Black,Hanger,Fuku (Good fortune),Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Black,Red,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_0,1_0,13151,fDhq5f2yQ5E9S8kmK,335F,"(1, 0)"
festival lantern,,Black,Hanger,Flowers,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Black,Aqua,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_1,1_1,13151,mWvfaTY99BXoEeB23,335F,"(1, 32)"
festival lantern,,Black,Hanger,Matsuri (Festival),Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Black,Red,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_2,1_2,13151,sErJ7EWbfDznwoycS,335F,"(1, 64)"
festival lantern,,Black,Hanger,Crest,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Black,White,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_3,1_3,13151,3z3oNTTM34uv5pj8C,335F,"(1, 96)"
festival lantern,,Black,Hanger,Red & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Black,Red,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_4,1_4,13151,ivES6wruQuxDroRhA,335F,"(1, 128)"
festival lantern,,Black,Hanger,Blue & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Black,Blue,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_5,1_5,13151,K6nRZi4a7LL93GfSj,335F,"(1, 160)"
festival lantern,,Black,Hanger,Yellow & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Black,Yellow,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_6,1_6,13151,iB9BLaPh88gGpwjxw,335F,"(1, 192)"
festival lantern,,Black,Hanger,Green & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Black,Green,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_7,1_7,13151,Jx7MniQgq7yG3RXY9,335F,"(1, 224)"
festival lantern,,Red,Hanger,Fuku (Good fortune),Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Red,Red,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_0,2_0,13151,QLgSM6b96ZRfoJT8P,335F,"(2, 0)"
festival lantern,,Red,Hanger,Flowers,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Red,Aqua,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_1,2_1,13151,hAwY68kyqhnGtYEhB,335F,"(2, 32)"
festival lantern,,Red,Hanger,Matsuri (Festival),Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Red,Red,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_2,2_2,13151,P3JBW3zKA7M3azAsC,335F,"(2, 64)"
festival lantern,,Red,Hanger,Crest,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Red,White,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_3,2_3,13151,pyqz7tvZfzzE4MTrY,335F,"(2, 96)"
festival lantern,,Red,Hanger,Red & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Red,Red,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_4,2_4,13151,3qQw4tnoBXYFcmKYe,335F,"(2, 128)"
festival lantern,,Red,Hanger,Blue & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Red,Blue,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_5,2_5,13151,r4d4rP2Az2HmwArex,335F,"(2, 160)"
festival lantern,,Red,Hanger,Yellow & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Red,Yellow,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_6,2_6,13151,FeyEipyboSLLPCjCt,335F,"(2, 192)"
festival lantern,,Red,Hanger,Green & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Red,Green,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_7,2_7,13151,skFNJEhbzXARutJjn,335F,"(2, 224)"
festival lantern,,Brass,Hanger,Fuku (Good fortune),Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Brown,Red,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_0,3_0,13151,9eT5fXzDP6stqeMiJ,335F,"(3, 0)"
festival lantern,,Brass,Hanger,Flowers,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Brown,Aqua,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_1,3_1,13151,6B5cdZLhGbnoBEMDv,335F,"(3, 32)"
festival lantern,,Brass,Hanger,Matsuri (Festival),Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Brown,Red,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_2,3_2,13151,9rTucC7BJnsfKYkME,335F,"(3, 64)"
festival lantern,,Brass,Hanger,Crest,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Brown,White,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_3,3_3,13151,Qv5DsNGGoXWX37mFT,335F,"(3, 96)"
festival lantern,,Brass,Hanger,Red & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Brown,Red,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_4,3_4,13151,2QRtc6Z6QExvJDAMQ,335F,"(3, 128)"
festival lantern,,Brass,Hanger,Blue & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Brown,Blue,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_5,3_5,13151,iMTK6AmtLN6qv7yvc,335F,"(3, 160)"
festival lantern,,Brass,Hanger,Yellow & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Brown,Yellow,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_6,3_6,13151,nnWY6YNQHtFgWu8bq,335F,"(3, 192)"
festival lantern,,Brass,Hanger,Green & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1000,250,Brown,Green,900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,harmonious,heritage,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_7,3_7,13151,qFFxDPWYKJiFqvM9Z,335F,"(3, 224)"
festival-lantern set,,Gold,Hanger color,Fuku (Good fortune),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Yellow,Red,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_0,0_0,13220,ymSFQkyFFZQ3o9Etr,33A4,"(0, 0)"
festival-lantern set,,Gold,Hanger color,Flowers,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Yellow,Aqua,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_1,0_1,13220,nhAu5Cjx7dqSGst5P,33A4,"(0, 32)"
festival-lantern set,,Gold,Hanger color,Matsuri (Festival),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Yellow,Red,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_2,0_2,13220,N3fmDtGWdobBusYyw,33A4,"(0, 64)"
festival-lantern set,,Gold,Hanger color,Crest,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Yellow,White,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_3,0_3,13220,LaGaaQnoZ5Bbx2FXs,33A4,"(0, 96)"
festival-lantern set,,Gold,Hanger color,Red & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Yellow,Red,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_4,0_4,13220,rtHjjjv2HHMPbsrZR,33A4,"(0, 128)"
festival-lantern set,,Gold,Hanger color,Blue & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Yellow,Blue,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_5,0_5,13220,XTqwYo5Sneu8sTm55,33A4,"(0, 160)"
festival-lantern set,,Gold,Hanger color,Yellow & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Yellow,Yellow,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_6,0_6,13220,8Y9fL7NWw3a2CN6gQ,33A4,"(0, 192)"
festival-lantern set,,Gold,Hanger color,Green & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Yellow,Green,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_7,0_7,13220,7wBS8ir9Ws36vMZB3,33A4,"(0, 224)"
festival-lantern set,,Black,Hanger color,Fuku (Good fortune),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Black,Red,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_0,1_0,13220,TaiAzzKxBv3C3iD7y,33A4,"(1, 0)"
festival-lantern set,,Black,Hanger color,Flowers,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Black,Aqua,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_1,1_1,13220,mhqiYdciCDCFjzJpS,33A4,"(1, 32)"
festival-lantern set,,Black,Hanger color,Matsuri (Festival),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Black,Red,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_2,1_2,13220,7frLi3S8Cmk9w3nzk,33A4,"(1, 64)"
festival-lantern set,,Black,Hanger color,Crest,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Black,White,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_3,1_3,13220,sEWRxRK6AvDPLhAhB,33A4,"(1, 96)"
festival-lantern set,,Black,Hanger color,Red & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Black,Red,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_4,1_4,13220,4JM4WaM26gGj2gqni,33A4,"(1, 128)"
festival-lantern set,,Black,Hanger color,Blue & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Black,Blue,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_5,1_5,13220,jqJJbPAekb6jRJs6c,33A4,"(1, 160)"
festival-lantern set,,Black,Hanger color,Yellow & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Black,Yellow,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_6,1_6,13220,eXrJzvxhZ24bTbuhh,33A4,"(1, 192)"
festival-lantern set,,Black,Hanger color,Green & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Black,Green,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_7,1_7,13220,hwD52bpWuF3Pzq3za,33A4,"(1, 224)"
festival-lantern set,,Red,Hanger color,Fuku (Good fortune),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Red,Red,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_2_0,2_0,13220,QDjkXT3EMwCacPRQN,33A4,"(2, 0)"
festival-lantern set,,Red,Hanger color,Flowers,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Red,Aqua,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_2_1,2_1,13220,TZLSFskD7ffDi5JhY,33A4,"(2, 32)"
festival-lantern set,,Red,Hanger color,Matsuri (Festival),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Red,Red,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_2_2,2_2,13220,nsJu8RuyAJde5czJd,33A4,"(2, 64)"
festival-lantern set,,Red,Hanger color,Crest,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4.0,Normal,3100,NFS,2000,Red,White,,,2x1,Crafting,,,,103,harmonious,party,,,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_2_3,2_3,13220,LjMxshboPw7gSJFAT,33A4,"(2, 96)"
